gene name,chromosome,start,end
CHML,1,241628864,241635930
CHN1,2,174799314,175005379
CHN2,7,29146547,29514335
CHRM1,11,62908675,62921861
CHRM2,7,136868637,137020255
LYST,1,235661031,235883708
CHRM3,1,239386565,239915450
CHRM4,11,46384792,46386608
CHRM5,15,33968314,34065094
CHRNA1,2,174747592,174764472
CHRNA2,8,27459761,27479296
CHRNA3,15,78593052,78621295
CHRNA4,20,63343310,63375471
CHRNA5,15,78565520,78595269
CHRNA7,15,32030462,32172521
CHRNB1,17,7445087,7457613
CHRNB2,1,154567781,154584708
CHRNB3,8,42697376,42737407
CHRNB4,15,78623282,78655586
CHRND,2,232526160,232537907
CHRNE,17,4897769,4905019
CHRNG,2,232539727,232546328
CHUK,10,100188298,100229610
CIDEA,18,12254319,12277595
CKB,14,103519658,103522859
CIRBP,19,1269266,1274810
CISH,3,50606454,50611831
TBCB,19,36114949,36125948
CKBP1,16,46842458,46844619
CKM,19,45306413,45322977
CKMT1B,15,43592857,43599406
CKMT2,5,81227595,81266398
ERCC8,5,60873832,60945078
CKS1B,1,154974642,154979249
CKS2,9,89311195,89316703
AP2M1,3,184174846,184184091
AP1S1,7,101154398,101161277
AP2S1,19,46838158,46850995
AP3S1,5,115841606,115914081
CLC,19,39731253,39738029
CLCA1,1,86468843,86500294
CLCN1,7,143316126,143352008
CLCN2,3,184346185,184361651
CLCN3,4,169620521,169723187
CLCN4,23,10156945,10237660
CLCN5,23,49922615,50099235
CLCN6,1,11806096,11843144
CLCN7,16,1444933,1475084
CLCNKA,1,16021991,16034050
CLCNKB,1,16043736,16057326
CLU,8,27596917,27615031
CLIC1,6,31730581,31737318
CLIC2,23,155276207,155334681
CLK1,2,200853009,200864744
CLK2,1,155262868,155273529
CLK2P1,7,23584716,23586527
CLK3,15,74598476,74645418
TPP1,11,6612766,6619461
CLN3,16,28466653,28492302
CLN5,13,76991924,77002517
CLNS1AP1,6,54484499,54485853
CLNS1A,11,77616151,77637806
CLPS,6,35794982,35797344
CLPTM1,19,44954585,44993346
CLTA,9,36190855,36212062
CLTB,5,176392455,176416569
CLTC,17,59619689,59696956
CMA1,14,24505355,24508265
CCR1,3,46201709,46208341
CCR3,3,46210699,46266706
CCR4,3,32951555,32955312
CCR5,3,46370142,46376206
CCR6,6,167111807,167139141
CCR7,17,40553769,40565484
CCR8,3,39329706,39333680
ACKR2,3,42809472,42867283
CMKLR1,12,108288044,108339347
LTB4R,14,24311499,24318036
ABCC2,10,99782598,99853741
CNGB1,16,57882340,57971116
CNGA1,4,47935015,48016718
CNGA2,23,151734746,151745564
CNGA3,2,98346155,98399154
CNGA4,11,6234713,6245924
PLK3,1,44799952,44805995
CNN1,19,11538717,11550323
CNN2,19,1026275,1039068
CNN3,1,94896949,94927223
CNP,17,41966741,41977740
CNR1,6,88139864,88172849
CNR2,1,23873075,23913327
CNTF,11,58622673,58625733
CNTFR,9,34551432,34590386
CNTN1,12,40692429,41072412
COL1A1,17,50184096,50201649
COL1A2,7,94394561,94431232
COL2A1,12,47972965,48006212
COL3A1,2,188974373,189012746
COL4A1,13,110148958,110307157
COL4A2,13,110307267,110513209
COL4A3,2,227164565,227314792
COL4A4,2,226970293,227164559
COL4A5,23,108439844,108697545
COL4A6,23,108155607,108439497
COL5A1,9,134641789,134844843
COL5A2,2,189031915,189225301
COL6A1,21,45981749,46005049
COL6A2,21,46098071,46132849
COL6A3,2,237324012,237434822
COL7A1,3,48564073,48595302
COL8A1,3,99638596,99796733
COL8A2,1,36095236,36126207
COL9A1,6,70216040,70303083
COL9A2,1,40300487,40317653
COL9A3,20,62817062,62841159
COL10A1,6,116118909,116219937
COL11A1,1,102876467,103108580
COL11A2,6,33162692,33193009
COL12A1,6,75084326,75206262
COL13A1,10,69801835,69959148
COL15A1,9,98943392,99070792
COL16A1,1,31652247,31704167
COL17A1,10,104031288,104085880
COL19A1,6,69866556,70215063
COMP,19,18782773,18791305
COMT,22,19941740,19969975
COPA,1,160288587,160343564
COPB1,11,14457503,14499895
KLF6,10,3775996,3785281
SLC31A1,9,113221528,113264492
SLC31A2,9,113150958,113164142
CORT,1,10449719,10452003
MAP3K8,10,30434021,30461833
COX4I1,16,85799567,85807003
COX5B,2,97646058,97648194
COX5BP1,4,81919922,81920400
COX5BP2,6,136034515,136034886
COX5BP3,7,133727280,133727768
COX5BP4,11,83106488,83106983
COX5BP7,22,39120204,39120564
COX6A1,12,120438090,120440742
COX6A1P1,1,80495889,80496422
COX6A2,16,31427731,31428428
COX6B1,19,35648223,35658784
COX6B1P2,17,48713647,48713868
COX6B1P3,22,40569189,40569681
COX6C,8,99877995,99894014
COX7A1,19,36150922,36152869
COX7A2,6,75237675,75244659
COX7A2P2,4,96902763,96903189
COX7B,23,77899464,77905384
COX7C,5,86617967,86620766
COX8A,11,63974607,63976543
COX10,17,14069402,14208679
COX11,17,54951898,54968785
COX15,10,99694793,99732666
CP,3,149162410,149222045
CPA1,7,130380371,130388108
CPA2,7,130266863,130289798
CPA3,3,148865256,148897091
CPB1,3,148827801,148860187
CPB2,13,46053066,46105076
CPD,17,30378924,30469657
CPE,4,165378942,165498547
CLDN4,7,73830863,73832693
CLDN3,7,73768997,73770270
CLDN7,17,7259903,7263193
CPM,12,68842193,68963240
CPN1,10,100042308,100081885
CPN2,3,194339765,194351387
CPOX,3,98569837,98593684
CPS1,2,210477682,210679107
CPT1A,11,68754620,68844410
CPT1B,22,50568861,50578667
CPT2,1,53196429,53214197
CR1,1,207496128,207641765
CR1L,1,207645113,207723691
CR2,1,207454300,207489895
CRABP1,15,78340324,78348230
CRABP2,1,156699606,156705816
CRAT,9,129094794,129110798
CREB1,2,207529892,207605989
ATF2,2,175072250,175168206
CREBBP,16,3725054,3880727
ATF6B,6,32115268,32128240
CREBL2,12,12611833,12645108
CREM,10,35126830,35212958
CRH,8,66176377,66178645
CRHBP,5,76952855,76981143
CRHR1,17,45784280,45835828
CRHR2,7,30649406,30700103
CRIP1,14,105486920,105488789
CRIP2,14,105472938,105480170
CRK,17,1421353,1456267
CRKL,22,20917407,20953749
CRMP1,4,5820764,5893083
CRP,1,159712289,159714589
HAPLN1,5,83638198,83721210
CRX,19,47821840,47843330
CRY1,12,106991364,107093872
CRY2,11,45847118,45883248
CRYAA,21,43169008,43172810
CRYAB,11,111908620,111913213
CRYBA1,17,29246857,29254494
CRYBA2,2,218990190,218993405
CRYBA4,22,26607982,26630672
CRYBB1,22,26599278,26618104
CRYBB2,22,25211660,25231869
CRYBB2P1,22,25448087,25461678
CRYBB3,22,25194244,25207617
CRYGA,2,208160740,208163573
CRYGB,2,208142573,208146327
CRYGC,2,208128137,208139100
CRYGD,2,208121607,208124589
CRYGFP,2,209145211,209147747
CRYGGP,2,51774998,51775714
CRYGS,3,186538439,186544451
CRYM,16,21258518,21303136
CRYZ,1,74705470,74733408
CRYZP1,7,103087701,103089775
CS,12,56271699,56300391
MAPK14,6,36027677,36122964
CSE1L,20,49046246,49096960
CSF1,1,109910506,109930994
CSF1R,5,150053291,150113372
CSF2,5,132073792,132076170
CSF2RA,23,1268800,1325097
CSF2RB,22,36913574,36940449
CSF3,17,40015361,40017813
CSF3R,1,36466043,36483314
CSH1,17,63894908,63896661
CSH2,17,63872012,63873729
CSHL1,17,63909597,63911328
CSK,15,74782084,74803198
CSN1S1,4,69931062,69946570
CSN2,4,69955256,69965762
CSN3,4,70238370,70251432
CSNK1A1,5,149495894,149551552
CSNK1D,17,82239019,82273742
CSNK1E,22,38290691,38318084
CSNK1G2,19,1941149,1981338
CSNK1G3,5,123512099,123617045
CSNK2A1,20,472498,543838
CSNK2A2,16,58157903,58197920
CSNK2B,6,31665880,31670070
VCAN,5,83471674,83582303
NCAN,19,19211973,19252252
CSPG4,15,75674322,75712848
CSRP1,1,201483530,201507259
CSRP2,12,76858715,76879040
CSRP2P1,3,119530830,119531611
SLC25A10,17,81712236,81721016
CST1,20,23747553,23750937
CST2,20,23823767,23826675
CST3,20,23627897,23638048
CST4,20,23685640,23689025
CST5,20,23875935,23879743
CST6,11,66011991,66013505
CSTA,3,122325164,122341969
CSTB,21,43773665,43776375
CSTF1,20,56392371,56404526
CSTF2,23,100820359,100843534
CSTF3,11,33084584,33161491
CSTP1,20,23918771,23922169
CSTP2,20,23772859,23776169
NKX2-5,5,173232104,173235321
CTAG1B,23,154617609,154619271
CTBS,1,84553121,84574480
CTBP1,4,1211440,1253919
CTBP2,10,124987849,125161061
CTF1,16,30895824,30903560
CCN2,6,131948176,131951378
CTH,1,70411218,70441949
CTLA4,2,203867788,203873960
CTNNA1,5,138753386,138935034
CTNNA2,2,79505054,80648868
CTNS,17,3636468,3663103
CTNNA1P1,5,115389024,115392441
CTNNB1,3,41199422,41240453
CTNND1,11,57761762,57819180
CTNND2,5,10971840,11904067
CTPS1,1,40979299,41012565
CTRB1,16,75218986,75224927
CTRL,16,67929570,67931875
CTSB,8,11842524,11868150
CTSD,11,1752752,1763992
CTSE,1,206009264,206023909
CTSG,14,24573518,24576260
CTSH,15,78921750,78945098
CTSK,1,150796208,150808441
CTSL,9,87725437,87731469
CTSV,9,97029677,97039643
CTSLP2,10,47580671,47583419
CTSLP8,9,87844745,87847424
CTSO,4,155924118,155953896
CTSS,1,150730196,150765957
CTSW,11,65879813,65883741
CTSZ,20,58995187,59007254
CUX1,7,101815904,102283958
CX3CR1,3,39263494,39281735
CXADR,21,17512906,17636213
TEX28,23,154271265,154295356
CYB5A,18,74253292,74292016
CYB5AP3,14,93137955,93138777
CYB5AP4,20,22885490,22886068
CYB561,17,63432303,63446361
CYBA,16,88643289,88651084
CYBB,23,37780017,37813461
CYC1,8,144095035,144097527
CYLC1,23,83861126,83886700
CYLC2,9,102995311,103018488
CYLD,16,50742026,50801935
CYP1A1,15,74719542,74725610
CYP1A2,15,74748843,74756600
CYP1B1,2,38067603,38076181
CYP2A6,19,40843538,40850447
CYP2A7,19,40875439,40885951
CYP2A7P1,19,41024251,41028263
CYP3A7,7,99705037,99735200
CYP2A13,19,41088451,41096195
CYP2B6,19,40991299,41018396
CYP2B7P,19,40924265,40950660
CYP2C19,10,94762681,94855551
CYP2C8,10,95036772,95069497
CYP2C9,10,94938658,94989391
CYP2C18,10,94683494,94736190
CYP2D7,22,42139591,42144575
CYP2D6,22,42126499,42130881
CYP2D8P,22,42149883,42155091
CYP2E1,10,133527363,133539116
CYP2F1,19,41114292,41128381
CYP2J2,1,59893308,59926798
CYP3A4,7,99756960,99784188
CYP3A5,7,99648189,99680026
CYP3A51P,7,99685024,99700120
CYP4A11,1,46929174,46941484
CYP4B1,1,46798998,46819349
CYP7A1,8,58490178,58500161
CYP8B1,3,42872192,42876141
CYP11A1,15,74337762,74367740
CYP11B1,8,142872357,142879820
CYP11B2,8,142910559,142917843
CYP17A1,10,102830531,102837533
ADAM3A,8,39451045,39522989
CYP19A1,15,51208057,51338598
CYP21A2,6,32038316,32041670
CYP21A1P,6,32005636,32008909
CYP24A1,20,54145731,54174032
CYP26A1,10,93073475,93077884
CYP27A1,2,218781733,218815293
CYP27B1,12,57762334,57767193
CYP51A1,7,92112149,92134745
ADAM3B,16,49517646,49518585
DAB1,1,56994778,58250547
DAB2,5,39371674,39425233
DACH1,13,71437966,71868068
DAD1,14,22564907,22589237
CD55,1,207321472,207360966
DAG1,3,49468703,49535618
DGKA,12,55931091,55954023
DGKB,7,14145049,14974777
DGKG,3,186147201,186362234
DGKQ,4,958884,973560
DAO,12,108880030,108901043
DAP,5,10679230,10761275
DAPK1,9,87497228,87708634
DAPK3,19,3958453,3971123
DARS,2,135905881,135985684
DAXX,6,33318558,33323016
DAZ1,24,23129355,23199117
DAZL,3,16586792,16605499
BRINP1,9,119166630,119369461
DBH,9,133636363,133659344
DBI,2,119366924,119372551
DBIP2,5,80603162,80603631
DBIP1,6,79436685,79437228
DBN1,5,177456612,177480368
DBP,19,48630560,48637550
DBT,1,100186922,100249864
DCC,18,52340172,53535903
ECI1,16,2239872,2251601
DCK,4,70993548,71030914
DCN,12,91143277,91183124
DCTD,4,182890091,182917477
ACE,17,63477061,63498380
DCT,13,94437304,94549413
DCTN1,2,74361154,74392087
DCX,23,111293779,111412232
DDB1,11,61299447,61333212
DDB2,11,47214942,47239218
DDC,7,50458436,50565460
AKR1C1,10,4963262,4979967
AKR1C2,10,4987775,5018033
GADD45A,1,67685177,67688338
GADD45AP1,12,87820921,87821469
DDIT3,12,57516588,57520517
DDOST,1,20651767,20661544
DDT,22,23971365,23979828
DDX1,2,15591621,15631111
DDX3X,23,41333308,41364472
DDX5,17,64498254,64507038
DDX6,11,118747763,118791696
DMXL1,5,119071002,119249432
DHX8,17,43483865,43544787
DHX9,1,182839304,182887982
DHX9P1,13,76984742,76988969
DDX10,11,108665025,108940930
DDX11,12,31073845,31104799
DHX15,4,24527464,24584561
DECR1,8,90001352,90053633
DEFA1,8,6977649,6980120
DEFA3,8,7015869,7018336
DEFA4,8,6935820,6938338
DEFA5,8,7055300,7056739
DEFA6,8,6924694,6926076
DEFB1,8,6870575,6878007
DEFB4A,8,7894565,7896716
DES,2,219418377,219426739
CFD,19,859659,863569
DFFA,1,10460531,10472556
DFFB,1,3857267,3885429
TIMM8A,23,101345656,101348969
GSDME,7,24698355,24762235
COCH,14,30874496,30890618
DGUOK,2,73926826,73958961
DHCR7,11,71434411,71448431
DHCR24,1,54849627,54887248
DHFR,5,80626226,80654981
DHFRP3,2,82856803,82857769
DHODH,16,72008744,72025417
DHPS,19,12671955,12681887
CYB5R3,22,42617840,42649399
NQO1,16,69709401,69726668
DIAPH1,5,141515016,141619055
DIAPH2,23,96684663,97600598
SEPT1,16,30378133,30382850
DIO1,1,53894187,53911086
DIO2,14,80197525,80231054
DIO3,14,101561351,101563452
DKC1,23,154762742,154777689
DLAT,11,112024814,112064278
DLD,7,107891107,107921198
DLG1,3,197042560,197299272
DLG2,11,83455009,85628535
DLG3,23,70444850,70505490
DLG4,17,7189890,7220050
DLST,14,74881891,74903747
DLSTP1,1,75742002,75745013
DLX1,2,172085480,172089674
DLX2,2,172099438,172102750
DLX3,17,49990005,49995224
DLX4,17,49968970,49974959
DLX5,7,97020390,97024831
DLX6,7,97005978,97011040
DMBT1,10,122560665,122643736
DMD,23,31119219,33339609
SARDH,9,133663074,133739958
DMP1,4,87650302,87664361
DNM1,9,128203355,128255248
DMPK,19,45769709,45782557
DMRT1,9,841647,969090
DMWD,19,45783006,45792802
DNA2,10,68414064,68472521
DNAH5,5,13690328,14011829
DNAH6,2,84459572,84819589
DNAH8,6,38715329,39030798
DNAH9,17,11598431,11970168
DNASE1,16,3611737,3665472
DNASE1L1,23,154401236,154412101
DNASE1L2,16,2235816,2238711
DNASE1L3,3,58192626,58211003
DNASE2,19,12875211,12881521
DYNC1H1,14,101964528,102050798
DYNC1I1,7,95772506,96110322
DYNC1I2,2,171687409,171750158
DYNC1LI2,16,66720893,66751828
DNM2,19,10718053,10831910
DNMT1,19,10133344,10195135
TRDMT1,10,17137336,17202071
DNMT3A,2,25232961,25342590
DNMT3B,20,32762385,32809356
DNTT,10,96304328,96338564
DOCK1,10,126905409,127452517
DOCK2,5,169637247,170083382
DOCK3,3,50674969,51384198
DOK1,2,74549020,74557551
DXO,6,31969811,31972290
DPAGT1,11,119096503,119102075
DPEP1,16,89613308,89641540
DPH1,17,2030112,2043431
DPH2,1,43969981,43973371
DPP4,2,161992241,162074542
DPP6,7,153747986,154894290
DPT,1,168695457,168729204
DPYD,1,97077743,97921059
DPYS,8,104379424,104467074
DPYSL2,8,26514193,26658177
DPYSL3,5,147390808,147510056
DR1,1,93345921,93362592
SLC26A3,7,107765467,107803233
DRD1,5,175440038,175444218
DRD2,11,113409595,113475279
DRD3,3,114127623,114199407
DRD4,11,637305,640706
DRD5,4,9781634,9784009
DRD5P1,2,91683885,91686278
DRD5P2,1,144689614,144691842
DRG2,17,18087867,18107985
ARID3A,19,925733,975934
DRP2,23,101219786,101264497
ATN1,12,6924463,6942321
DSC1,18,31129236,31162856
DSC2,18,31065974,31102432
DSC3,18,30989365,31042815
DSCAM,21,40010999,40847139
RCAN1,21,34516442,34615142
DSG1,18,31318089,31359246
DSG2,18,31498004,31549008
DSG3,18,31447769,31478712
TSC22D3,23,107713221,107777329
DSP,6,7541575,7586717
EPYC,12,90963679,91005026
DSPP,4,87608529,87616873
SLC26A2,5,149960737,149987400
DTNA,18,34493290,34891844
DTNB,2,25377243,25673674
HBEGF,5,140332843,140346603
DTX1,12,113056711,113098028
DTYMK,2,241675742,241686968
ECM2,9,92493547,92536841
DUSP1,5,172768090,172771200
DUSP2,2,96143166,96145468
DUSP3,17,43766121,43779000
DUSP4,8,29333062,29350750
DUSP5,10,110497867,110511544
DUSP6,12,89347825,89352859
DUSP7,3,52048919,52056445
DUSP8,11,1554051,1572839
DUSP9,23,153642443,153651326
DUT,15,48329991,48343373
DVL1,1,1335278,1349142
DVL2,17,7225341,7234544
DVL3,3,184155311,184173614
DYRK1A,21,37365573,37515376
TOR1A,9,129812942,129824162
E2F1,20,33675486,33686404
E2F2,1,23505696,23531250
E2F3,6,20401906,20493714
E2F3P1,17,35490032,35494381
E2F4,16,67192160,67198918
E2F5,8,85177384,85214518
E2F6,2,11444375,11466177
E4F1,16,2223488,2235742
EBF1,5,158695915,159099762
GPR183,13,99294273,99307495
ECE1,1,21217247,21345541
TYMP,22,50525752,50530085
ECH1,19,38815422,38831857
ECHS1,10,133362480,133373404
ECM1,1,150508011,150513789
ECT2,3,172750685,172829273
EDA,23,69616067,70039472
S1PR1,1,101236749,101241520
LPAR1,9,110873252,111039259
S1PR3,9,88991409,89005155
EDN1,6,12256463,12297194
EDN2,1,41478775,41484699
EDN3,20,59300415,59325992
EDNRA,4,147480917,147544954
EDNRB,13,77895481,77975723
PHC1,12,8914664,8941467
PHC2,1,33323623,33375593
EEF1A1,6,73515750,73521032
EEF1A2,20,63488012,63499315
EEF1A1P43,17,17554807,17586147
EEF1B2P1,15,52505029,52505908
EEF1B2,2,206159594,206162929
EEF1B2P2,5,68159175,68159962
EEF1D,8,143579722,143597675
EEF1G,11,62559601,62573988
EEF2,19,3976056,3985463
EIF2D,1,206572484,206612551
EFNA1,1,155127873,155134910
EFNA2,19,1282817,1301431
EFNA3,1,155078872,155087538
EFNA4,1,155063737,155069553
EFNA5,5,107376889,107670895
EFNB1,23,68828997,68842164
EFNB2,13,106489731,106535040
EFNB3,17,7705202,7711375
EGF,4,109912883,110013079
CELSR3,3,48636463,48662915
CELSR2,1,109250019,109275756
MEGF6,1,3487942,3624770
MEGF8,19,42325609,42378769
MEGF9,9,120600918,120714487
EGFR,7,55019021,55208080
EGR1,5,138465492,138469315
EGR2,10,62811996,62819167
EGR3,8,22687661,22693302
EGR4,2,73290929,73293701
EHHADH,3,185190624,185254098
EIF1AX,23,20124518,20141848
EIF2S1,14,67360317,67386516
EIF2B1,12,123621023,123633776
EIF2S3,23,24054948,24078810
EPHA2,1,16124337,16156109
EIF4A1,17,7572706,7579006
EIF4A2,3,186783572,186789897
EIF4B,12,53006258,53042215
EIF4E,4,98871684,98930637
EIF4EBP1,8,38030502,38060365
EIF4EBP2,10,70404105,70428618
EIF4EP1,20,5548852,5549645
EIF4G1,3,184314495,184335358
EIF4G2,11,10797046,10809035
EIF5,14,103334002,103345025
EIF5A,17,7306999,7312463
EIF5AP2,17,78157359,78159135
EIF5AP3,19,45128458,45129281
CELA1,12,51328443,51346679
ELANE,19,850997,856250
SERPINB1,6,2832332,2842049
ELAVL2,9,23690099,23850708
ELAVL1,19,7958573,8005645
ELAVL3,19,11451326,11481046
ELAVL4,1,50048014,50203786
ELF1,13,40931919,41061384
ELF2,4,139057258,139177218
ELF3,1,202010562,202017188
ELF4,23,130064920,130110713
ELF5,11,34478791,34513800
ELK1,23,47635520,47650604
ELK2AP,14,105669577,105672807
ELK3,12,96194382,96269835
ELK4,1,205607943,205632872
ELN,7,74027772,74069907
EML1,14,99737699,99942060
EMD,23,154379236,154381523
MARK2,11,63838928,63911020
EMP1,12,13196668,13216774
EMP2,16,10528422,10580716
EMP3,19,48325372,48330554
ADGRE1,19,6887549,6940453
EMX1,2,72910949,72936691
CTTN,11,70398506,70436584
EMX2,10,117542445,117549546
EN1,2,118842171,118848183
EN2,7,155458129,155464831
ENDOG,9,128818402,128822676
ENG,9,127815012,127854773
ENO1,1,8861002,8878686
ENO1P1,1,236483098,236484909
ENO2,12,6914450,6923696
ENO3,17,4949182,4957131
ENPEP,4,110476073,110563337
ENSA,1,150622123,150629622
SLC29A1,6,44219505,44234151
EP300,22,41092586,41180077
EPAS1,2,46297402,46386703
EPB41,1,28887091,29120046
EPB41L1,20,36064891,36232799
EPB41L2,6,130827955,131063322
EPB42,15,43197227,43225856
DMTN,8,22048955,22082527
STOM,9,121338988,121370304
EPHA1,7,143390813,143408892
EPHA3,3,89107524,89482134
EPHA4,2,221418027,221574202
EPHA5,4,65319563,65670495
EPHA7,6,93240020,93419584
EPHA8,1,22563502,22603594
EPHB1,3,134595264,135260467
EPHB2,1,22710770,22921500
EPHB3,3,184561799,184582408
EPHB4,7,100802565,100827521
EPHB6,7,142854639,142871093
EPHX1,1,225810074,225845563
EPHX2,8,27491002,27597559
STX2,12,130789600,130839274
CLN8,8,1755778,1786570
EPO,7,100720800,100723700
EPOR,19,11377205,11384342
EPRS,1,219968600,220046658
EPS8,12,15620141,15789576
EPS15,1,51354263,51519323
NR2F6,19,17231885,17245342
ERBB2,17,39688084,39728662
ERBB3,12,56080025,56103507
ERBB4,2,211375717,212538628
ERCC1,19,45407333,45478866
ERCC2,19,45349837,45370647
EREG,4,74365143,74388760
EYA4,6,133240340,133532120
ERCC3,2,127257290,127294176
ERCC4,16,13920137,13952348
ERCC5,13,102845841,102876001
ERCC6,10,49454480,49539538
ERF,19,42247561,42255164
ERG,21,38367261,38661780
ERH,14,69380123,69398304
ERN1,17,64039142,64132469
ERV3-1,7,64990355,65006746
FBL,19,39834453,39846414
ESD,13,46771256,46797700
ESR1,6,151654148,152129604
ESR2,14,64226712,64338631
ESRRA,11,64305528,64316743
ESRRB,14,76371347,76501839
ESRRG,1,216503246,217137755
ETF1,5,138506093,138543300
ETFA,15,76216228,76311469
ETFB,19,51345155,51366418
ETFDH,4,158672101,158708713
ETS1,11,128458761,128587593
ETS2,21,38805307,38824955
ETV1,7,13891229,13991425
ETV2,19,35641175,35644871
ETV3,1,157121191,157138591
ETV4,17,43527843,43546432
ETV5,3,186046317,186109112
ETV6,12,11649601,11895402
EVC,4,5711197,5829043
MECOM,3,169083499,169663781
